,last_pymnt_amnt,total_rec_prncp,total_rec_int,total_pymnt,total_pymnt_inv,int_rate,dti,installment,mths_since_recent_inq,mths_since_rcnt_il,total_il_high_credit_limit,out_prncp,bc_util,mo_sin_old_rev_tl_op,bc_open_to_buy,all_util,annual_inc,mo_sin_old_il_acct,total_bc_limit,max_bal_bc,total_bal_il,avg_cur_bal,revol_bal,out_prncp_inv,tot_hi_cred_lim,total_acc,il_util,total_bal_ex_mort,loan_amnt,tot_cur_bal,inq_last_12m,mo_sin_rcnt_rev_tl_op,total_rev_hi_lim,acc_open_past_24mths,num_rev_accts,mths_since_recent_bc,num_il_tl,num_op_rev_tl,num_bc_tl,num_rev_tl_bal_gt_0,pct_tl_nvr_dlq,open_il_24m,open_acc,num_actv_rev_tl,num_sats,total_cu_tl,mo_sin_rcnt_tl,num_actv_bc_tl,num_bc_sats,total_rec_late_fee,num_tl_op_past_12m,open_rv_24m,open_act_il,inq_fi,open_acc_6m,percent_bc_gt_75,mort_acc,inq_last_6mths,open_il_12m,open_rv_12m,tot_coll_amt,num_accts_ever_120_pd,delinq_2yrs,pub_rec,verification_status_Not Verified,home_ownership_OWN,verification_status_Verified,application_type_Joint App,verification_status_Source Verified,home_ownership_RENT,home_ownership_MORTGAGE,initial_list_status_f,application_type_Individual,num_tl_90g_dpd_24m,pub_rec_bankruptcies,initial_list_status_w,collections_12_mths_ex_med,chargeoff_within_12_mths,home_ownership_ANY,tax_liens,num_tl_30dpd,num_tl_120dpd_2m,delinq_amnt,pymnt_plan_n,acc_now_delinq,policy_code,collection_recovery_fee,recoveries,hardship_flag_N,debt_settlement_flag_N
0,0.07331541133326916,0.07278915327843709,0.057359390911124616,0.04983884359670232,0.04861011267923916,0.030848939500657736,0.018802775454322622,0.01793982487067872,0.017052460789327793,0.016774266295103944,0.016495440916587934,0.01634896738949649,0.016346147204389077,0.015884406458322235,0.015860099979738633,0.015713893619416646,0.01569654215492944,0.01538443112600881,0.015227620678413193,0.015084229697889754,0.015055557961799113,0.014864491948417687,0.014626458886773422,0.014541343086717434,0.014427448637117105,0.013605027549033791,0.013577715523534666,0.013364501520720166,0.012990755546462854,0.012793952433661852,0.012449760830664252,0.01243797465750974,0.011773409140792338,0.011435953090252188,0.01121910583135155,0.011007894615857829,0.010261997119955915,0.01014020470112539,0.009830375019567666,0.009758041656237377,0.009398421082783423,0.009286828471655462,0.009097538430052586,0.009091715901672393,0.009062801567170264,0.008806524893149299,0.00858633995500599,0.008551820804211118,0.008123609358562624,0.007909529170475773,0.007607539441133844,0.007458574215748609,0.007386734987234571,0.007270912748141299,0.007148534070870439,0.006284992660614471,0.005920975899116038,0.005622150871436792,0.00528656494596807,0.004953920477914986,0.004314049691561005,0.0030977903556286,0.003062960258221036,0.002649497487919774,0.0025029882786384056,0.002452216156452758,0.0022529371570405203,0.0021344680175188397,0.0019922091913651754,0.001984898917674514,0.0018873974915272016,0.0014820411024245178,0.0013677593315360955,0.0010698578653617389,0.0010412854338989013,0.0009884441678423902,0.0007461806394509867,0.0003106117821437502,0.00027144902926798804,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
